adam_steps_completed,arm,best_physics_monitor_score,checkpoint_path,config_hash,failure_reason,lbfgs_evaluations,network_spec,prediction_path,regime_id,seed,split,status,training_seconds,variant
40000,C,5.134843603086574e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T050_s060_r001_q010/seed_101/checkpoints/C_call_T050_s060_r001_q010_seed101_best.pt,3994349b9503062076d4b588d29dc2fd7c033d7146b608af0b936afd11cb5fb8,,414,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T050_s060_r001_q010/seed_101/prediction_surface.npz,call_T050_s060_r001_q010,101,stress_holdout,COMPLETE,6186.590820305049,soft_lcp
40000,C,6.632755962193289e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T100_s060_r005_q010/seed_101/checkpoints/C_call_T100_s060_r005_q010_seed101_best.pt,d9c36bedb7ae23512aae52b4f8fb43ab0eca908312b0f6b15b5d85a4294b2a1b,,262,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T100_s060_r005_q010/seed_101/prediction_surface.npz,call_T100_s060_r005_q010,101,stress_holdout,COMPLETE,6158.373691441026,soft_lcp
40000,C,1.009472022444294e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T200_s060_r010_q010/seed_101/checkpoints/C_call_T200_s060_r010_q010_seed101_best.pt,bb5a77db3aafbf8bac76f302d4cccb065bd26dffad14dfa51d7831c3b267c3d5,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T200_s060_r010_q010/seed_101/prediction_surface.npz,call_T200_s060_r010_q010,101,stress_holdout,COMPLETE,6496.534752664156,soft_lcp
40000,C,2.121940825811111e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T050_s060_r001_q010/seed_101/checkpoints/C_put_T050_s060_r001_q010_seed101_best.pt,2a8a6492fb568f517594264b48d7b2ab8bf4a1196e1d5ddc56e81862ff7026a7,,2001,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T050_s060_r001_q010/seed_101/prediction_surface.npz,put_T050_s060_r001_q010,101,stress_holdout,COMPLETE,6528.8990553249605,soft_lcp
40000,C,2.5327022398192127e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T100_s060_r005_q010/seed_101/checkpoints/C_put_T100_s060_r005_q010_seed101_best.pt,7f7d33f0769dffe8bccd91d77ff663e2c0867af4a1cf3ffeba60f66941a2c638,,2001,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T100_s060_r005_q010/seed_101/prediction_surface.npz,put_T100_s060_r005_q010,101,stress_holdout,COMPLETE,6551.865283439867,soft_lcp
40000,C,2.066196460553697e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T200_s060_r010_q010/seed_101/checkpoints/C_put_T200_s060_r010_q010_seed101_best.pt,2d87dd277dc3f4a89a8a28a45f72a1288b16fa132d939b547f64f9c583e3e44c,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T200_s060_r010_q010/seed_101/prediction_surface.npz,put_T200_s060_r010_q010,101,stress_holdout,COMPLETE,6552.5075427819975,soft_lcp
40000,C,2.6159702537627747e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s040_r001_q000/seed_101/checkpoints/C_call_T025_s040_r001_q000_seed101_best.pt,93b719a71c28694866bd1b306c6da19b724e749b9d6d6dcb3fa23591e594f00f,,595,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s040_r001_q000/seed_101/prediction_surface.npz,call_T025_s040_r001_q000,101,test,COMPLETE,6160.381377354031,soft_lcp
40000,C,3.9650839944528195e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s060_r005_q000/seed_101/checkpoints/C_call_T025_s060_r005_q000_seed101_best.pt,1266317ac1896669735304acf991b0bc7eb680d5014db8ac50f7580fc2e33ae3,,149,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s060_r005_q000/seed_101/prediction_surface.npz,call_T025_s060_r005_q000,101,test,COMPLETE,6089.828612796031,soft_lcp
40000,C,5.815969146735183e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s020_r010_q000/seed_101/checkpoints/C_call_T050_s020_r010_q000_seed101_best.pt,c0221854ee7c0e5e2a5be7a017a1c452e39b2a46c63e421b368879cc8744fa32,,2001,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s020_r010_q000/seed_101/prediction_surface.npz,call_T050_s020_r010_q000,101,test,COMPLETE,6598.725845758803,soft_lcp
40000,C,5.239682114733684e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s060_r001_q000/seed_101/checkpoints/C_call_T050_s060_r001_q000_seed101_best.pt,5491bda76f1c1ce27d1dd7b5c558259eef9bc257e3e0cb3d0461d5913b5fcd5e,,2001,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s060_r001_q000/seed_101/prediction_surface.npz,call_T050_s060_r001_q000,101,test,COMPLETE,6551.213846359169,soft_lcp
